battle_id,time,turn,attacker,defender,attack_type,stamina_cost,attacker_stamina_before,attacker_stamina_after_cost,attacker_stamina_after,defender_health_before,defender_health_after,hit,damage_dealt,critical,message
1,1500.0,32,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,1600.0,33,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,1600.0,34,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,1700.0,35,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,1700.0,36,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,1800.0,37,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,1800.0,38,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,1900.0,39,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,1900.0,40,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2000.0,41,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2000.0,42,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2100.0,43,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2100.0,44,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2200.0,45,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2200.0,46,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2300.0,47,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2300.0,48,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2400.0,49,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2400.0,50,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2500.0,51,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2500.0,52,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2600.0,53,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2600.0,54,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2700.0,55,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2700.0,56,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2800.0,57,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2800.0,58,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,2900.0,59,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,2900.0,60,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3000.0,61,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3000.0,62,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3100.0,63,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3100.0,64,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3200.0,65,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3200.0,66,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3300.0,67,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3300.0,68,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3400.0,69,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3400.0,70,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3500.0,71,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3500.0,72,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3600.0,73,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3600.0,74,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3700.0,75,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3700.0,76,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3800.0,77,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3800.0,78,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,3900.0,79,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,3900.0,80,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4000.0,81,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4000.0,82,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4100.0,83,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4100.0,84,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4200.0,85,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4200.0,86,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4300.0,87,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4300.0,88,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4400.0,89,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4400.0,90,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4500.0,91,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4500.0,92,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4600.0,93,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4600.0,94,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4700.0,95,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4700.0,96,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4800.0,97,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4800.0,98,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,4900.0,99,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,4900.0,100,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5000.0,101,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5000.0,102,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5100.0,103,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5100.0,104,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5200.0,105,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5200.0,106,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5300.0,107,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5300.0,108,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5400.0,109,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5400.0,110,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5500.0,111,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5500.0,112,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5600.0,113,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5600.0,114,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5700.0,115,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5700.0,116,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5800.0,117,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5800.0,118,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,5900.0,119,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,5900.0,120,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6000.0,121,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6000.0,122,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6100.0,123,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6100.0,124,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6200.0,125,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6200.0,126,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6300.0,127,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6300.0,128,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6400.0,129,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6400.0,130,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6500.0,131,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6500.0,132,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6600.0,133,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6600.0,134,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6700.0,135,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6700.0,136,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6800.0,137,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6800.0,138,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,6900.0,139,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,6900.0,140,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7000.0,141,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7000.0,142,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7100.0,143,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7100.0,144,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7200.0,145,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7200.0,146,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7300.0,147,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7300.0,148,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7400.0,149,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7400.0,150,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7500.0,151,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7500.0,152,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7600.0,153,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7600.0,154,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7700.0,155,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7700.0,156,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7800.0,157,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7800.0,158,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,7900.0,159,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,7900.0,160,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8000.0,161,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8000.0,162,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8100.0,163,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8100.0,164,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8200.0,165,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8200.0,166,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8300.0,167,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8300.0,168,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8400.0,169,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8400.0,170,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8500.0,171,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8500.0,172,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8600.0,173,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8600.0,174,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8700.0,175,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8700.0,176,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8800.0,177,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8800.0,178,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,8900.0,179,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,8900.0,180,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9000.0,181,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9000.0,182,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9100.0,183,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9100.0,184,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9200.0,185,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9200.0,186,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9300.0,187,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9300.0,188,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9400.0,189,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9400.0,190,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9500.0,191,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9500.0,192,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9600.0,193,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9600.0,194,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9700.0,195,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9700.0,196,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9800.0,197,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9800.0,198,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,9900.0,199,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,9900.0,200,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10000.0,201,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10000.0,202,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10100.0,203,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10100.0,204,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10200.0,205,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10200.0,206,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10300.0,207,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10300.0,208,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10400.0,209,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10400.0,210,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10500.0,211,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10500.0,212,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10600.0,213,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10600.0,214,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10700.0,215,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10700.0,216,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10800.0,217,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10800.0,218,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,10900.0,219,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,10900.0,220,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11000.0,221,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11000.0,222,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11100.0,223,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11100.0,224,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11200.0,225,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11200.0,226,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11300.0,227,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11300.0,228,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11400.0,229,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11400.0,230,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11500.0,231,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11500.0,232,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11600.0,233,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11600.0,234,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11700.0,235,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11700.0,236,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
1,11800.0,237,Reze,Mike Tyson,skip,0,0,0,0,1080,1080,False,0,False,Reze is exhausted and rests.
1,11800.0,238,Mike Tyson,Reze,skip,0,0,0,0,930,930,False,0,False,Mike Tyson is exhausted and rests.
